<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
MTSS,D,20100211,000000,228.8300000,229.5000000,226.6000000,227.8600000,1037587
MTSS,D,20100212,000000,229.4500000,230.3000000,226.0500000,227.9700000,879793
MTSS,D,20100215,000000,228.0500000,229.4400000,227.1100000,228.9300000,499285
MTSS,D,20100216,000000,229.4000000,233.7000000,229.2100000,233.7000000,1154128
MTSS,D,20100217,000000,234.0100000,235.9400000,231.5100000,232.3100000,998890
MTSS,D,20100218,000000,232.3100000,234.8100000,228.9000000,230.7000000,1439117
MTSS,D,20100219,000000,227.5100000,231.7000000,226.9000000,229.9900000,710261
MTSS,D,20100224,000000,229.0500000,232.0000000,228.6000000,230.0000000,1052331
MTSS,D,20100225,000000,229.0000000,231.0000000,226.2500000,228.2000000,368331
MTSS,D,20100226,000000,229.5500000,233.8100000,227.8900000,233.2700000,724874
MTSS,D,20100227,000000,233.4000000,235.4900000,232.5000000,234.9900000,504353
MTSS,D,20100301,000000,235.8000000,236.9500000,233.0000000,235.2900000,609429
MTSS,D,20100302,000000,235.3300000,238.7800000,234.5100000,237.3700000,954793
MTSS,D,20100303,000000,237.9800000,238.2900000,234.1100000,237.0100000,470471
MTSS,D,20100304,000000,236.8000000,237.7100000,234.1200000,234.9200000,710262
MTSS,D,20100305,000000,235.5500000,239.7000000,235.5200000,239.2300000,524570
MTSS,D,20100309,000000,239.2300000,239.6800000,236.4000000,238.9900000,654200
MTSS,D,20100310,000000,239.6800000,241.9900000,237.5500000,239.9200000,942413
MTSS,D,20100311,000000,239.8300000,240.9000000,237.0000000,238.5100000,1356850
MTSS,D,20100312,000000,238.5700000,241.7500000,238.2000000,240.6000000,1023680
MTSS,D,20100315,000000,239.5000000,240.9400000,238.0000000,238.0000000,661528
MTSS,D,20100316,000000,239.0000000,244.8800000,238.0000000,244.6000000,1883586
MTSS,D,20100317,000000,245.5000000,247.7100000,243.2100000,244.5800000,1286709
MTSS,D,20100318,000000,244.5100000,248.9000000,242.1000000,244.6200000,2271927
MTSS,D,20100319,000000,243.9800000,245.9500000,242.3000000,245.5000000,1195073
MTSS,D,20100322,000000,244.5100000,248.0000000,243.1100000,248.0000000,891933
MTSS,D,20100323,000000,248.0000000,248.5500000,246.0000000,246.0000000,1297227
MTSS,D,20100324,000000,246.8300000,248.1900000,246.1100000,247.3000000,1358866
MTSS,D,20100325,000000,247.8800000,253.8800000,246.3500000,252.0000000,1808385
MTSS,D,20100326,000000,250.5500000,254.5000000,250.5100000,253.8400000,721995
MTSS,D,20100329,000000,253.4100000,255.8000000,252.5100000,255.5600000,528395
MTSS,D,20100330,000000,256.0000000,256.9900000,252.0200000,254.4800000,1001388
MTSS,D,20100331,000000,254.4800000,256.1000000,253.4900000,253.7000000,1671985
MTSS,D,20100401,000000,253.8300000,256.8700000,253.8300000,255.6100000,1175577
MTSS,D,20100402,000000,256.0100000,258.2400000,255.2000000,257.6400000,1479791
MTSS,D,20100405,000000,258.2400000,259.0000000,255.0300000,257.0700000,361994
MTSS,D,20100406,000000,257.0800000,259.0000000,256.2500000,257.3300000,684368
MTSS,D,20100407,000000,257.5000000,258.9900000,256.6000000,257.6900000,1438407
MTSS,D,20100408,000000,257.3000000,264.0000000,257.0000000,262.1500000,1034338
MTSS,D,20100409,000000,262.4800000,265.5000000,259.7900000,261.9800000,1930586
MTSS,D,20100412,000000,263.1400000,264.9900000,262.8100000,263.4900000,969950
MTSS,D,20100413,000000,260.6000000,265.5000000,260.6000000,264.2900000,594238
MTSS,D,20100414,000000,265.0000000,273.5500000,263.9000000,273.4900000,1787744
MTSS,D,20100415,000000,273.8000000,276.9800000,270.0500000,270.2000000,1370805
MTSS,D,20100416,000000,269.8200000,271.4000000,266.0100000,266.5000000,839157
MTSS,D,20100419,000000,261.3800000,261.5000000,254.4900000,258.2200000,1827948
MTSS,D,20100420,000000,261.3700000,265.0000000,260.3000000,262.3200000,1178194
MTSS,D,20100421,000000,263.9900000,265.7500000,261.5300000,262.2500000,620762
MTSS,D,20100422,000000,263.5900000,264.5000000,259.5100000,261.5000000,844926
MTSS,D,20100423,000000,262.4900000,264.0000000,259.3600000,262.5000000,735242
MTSS,D,20100426,000000,264.0000000,268.9800000,264.0000000,267.0000000,973960
MTSS,D,20100427,000000,266.1000000,270.0000000,265.5100000,269.9000000,1843458
MTSS,D,20100428,000000,266.5000000,268.7700000,264.5000000,267.9500000,1429869
MTSS,D,20100429,000000,268.6000000,270.8000000,266.1500000,267.3700000,784311
MTSS,D,20100430,000000,267.7100000,271.5000000,266.0700000,266.9900000,1128232
MTSS,D,20100504,000000,266.9800000,269.0000000,263.0400000,264.9900000,1727962
MTSS,D,20100505,000000,263.6500000,267.4000000,257.0100000,261.7100000,1190063
MTSS,D,20100506,000000,261.0000000,265.0000000,259.7700000,261.2000000,945035
MTSS,D,20100507,000000,253.0000000,257.4900000,245.7700000,247.0000000,2772357
MTSS,D,20100511,000000,251.0000000,251.5200000,246.0000000,251.1500000,1879747
MTSS,D,20100512,000000,249.2600000,255.5100000,247.0100000,254.5000000,1086237
MTSS,D,20100513,000000,255.0400000,256.7900000,248.0500000,251.6500000,1132961
MTSS,D,20100514,000000,250.0100000,251.9900000,246.5400000,248.5600000,684342
MTSS,D,20100517,000000,245.8000000,252.5000000,245.5000000,248.5000000,769532
MTSS,D,20100518,000000,249.0000000,249.4800000,246.2500000,246.3500000,1442090
MTSS,D,20100519,000000,242.6800000,244.6000000,237.0700000,239.0400000,675584
MTSS,D,20100520,000000,239.1200000,242.7800000,228.3100000,230.6000000,755224
MTSS,D,20100521,000000,230.2900000,234.7800000,225.0000000,233.9800000,913859
MTSS,D,20100524,000000,237.2900000,240.5100000,228.4000000,230.2000000,1024651
MTSS,D,20100525,000000,222.4800000,225.3200000,217.0000000,217.6400000,1128247
MTSS,D,20100526,000000,220.7900000,227.4000000,220.1000000,225.9900000,1338949
MTSS,D,20100527,000000,226.7900000,232.4000000,223.5200000,230.4000000,1425016
MTSS,D,20100528,000000,231.7500000,233.5800000,229.0100000,230.4600000,890597
MTSS,D,20100531,000000,231.6400000,234.8700000,230.5100000,233.0000000,432461
MTSS,D,20100601,000000,231.8300000,232.0000000,226.1300000,229.9300000,872783
MTSS,D,20100602,000000,228.0000000,232.1800000,226.6000000,230.6400000,930813
MTSS,D,20100603,000000,235.9000000,240.0000000,234.0000000,237.8500000,1586139
MTSS,D,20100604,000000,237.8500000,241.4400000,233.1100000,233.9400000,1067320
MTSS,D,20100607,000000,229.5100000,232.5000000,226.2000000,231.5500000,803901
MTSS,D,20100608,000000,233.0000000,237.9900000,229.0000000,230.0000000,1323734
MTSS,D,20100609,000000,232.1000000,234.8500000,230.6300000,232.9000000,612745
MTSS,D,20100610,000000,234.0000000,234.7000000,230.2000000,233.0000000,958798
MTSS,D,20100611,000000,234.7500000,234.7500000,230.0500000,231.8900000,665179
MTSS,D,20100615,000000,233.3300000,237.0000000,232.1100000,236.8400000,359881
MTSS,D,20100616,000000,238.8300000,239.8400000,233.2500000,234.2600000,534588
MTSS,D,20100617,000000,234.8700000,235.8300000,232.2900000,233.8700000,1010711
MTSS,D,20100618,000000,233.0000000,234.9600000,231.0800000,232.9500000,827506
MTSS,D,20100621,000000,234.3300000,236.3900000,232.0000000,234.3000000,880791
MTSS,D,20100622,000000,233.0400000,233.9000000,231.5100000,232.0000000,777501
MTSS,D,20100623,000000,230.9600000,232.8000000,229.1100000,231.9900000,1096437
MTSS,D,20100624,000000,232.7800000,237.3000000,232.3500000,236.5000000,1342320
MTSS,D,20100625,000000,236.0500000,244.5000000,236.0500000,243.6300000,2209166
MTSS,D,20100628,000000,244.1000000,247.6000000,241.5500000,246.0000000,1182874
MTSS,D,20100629,000000,242.5000000,243.0000000,233.1000000,234.0000000,1342892
MTSS,D,20100630,000000,233.5000000,238.0000000,233.3300000,236.7000000,984723
MTSS,D,20100701,000000,232.1700000,235.0000000,225.0000000,227.5100000,1056679
MTSS,D,20100702,000000,229.7000000,232.0000000,228.0000000,230.6000000,833292
MTSS,D,20100705,000000,230.6000000,234.5200000,230.1100000,232.9000000,340884
MTSS,D,20100706,000000,234.5000000,239.0000000,233.2700000,237.1200000,868736
MTSS,D,20100707,000000,235.8900000,238.1700000,233.1800000,238.1700000,639474
MTSS,D,20100708,000000,239.9500000,243.9900000,239.9500000,242.2600000,849883
MTSS,D,20100709,000000,243.9800000,244.1500000,240.0000000,240.4000000,962325
MTSS,D,20100712,000000,241.9800000,244.4000000,240.4400000,242.3400000,380818
MTSS,D,20100713,000000,241.1100000,244.4700000,240.0100000,243.0000000,859220
MTSS,D,20100714,000000,244.9900000,245.9800000,238.8800000,239.8900000,606346
MTSS,D,20100715,000000,235.5000000,241.4100000,235.2000000,239.3500000,608096
MTSS,D,20100716,000000,239.5300000,241.0000000,239.0000000,240.2600000,409322
MTSS,D,20100719,000000,238.3900000,242.8900000,236.9800000,240.1400000,357133
MTSS,D,20100720,000000,241.1600000,242.6200000,238.5000000,239.4900000,719174
MTSS,D,20100721,000000,241.6500000,242.9600000,239.5600000,240.4900000,792412
MTSS,D,20100722,000000,239.1200000,243.4900000,239.1100000,242.9900000,682647
MTSS,D,20100723,000000,242.5400000,245.5000000,241.2500000,241.7800000,900649
MTSS,D,20100726,000000,243.9900000,245.0000000,242.2700000,243.7300000,811543
MTSS,D,20100727,000000,245.0000000,245.0000000,242.1000000,243.2300000,439280
MTSS,D,20100728,000000,243.4000000,244.6000000,241.5900000,243.8100000,324197
MTSS,D,20100729,000000,244.4100000,245.2800000,243.1400000,244.1500000,394254
MTSS,D,20100730,000000,242.9000000,244.4500000,240.0000000,240.5000000,657835
MTSS,D,20100802,000000,242.9100000,244.0000000,241.0100000,241.6000000,571333
MTSS,D,20100803,000000,242.4700000,246.8500000,242.0900000,244.5000000,1293610
MTSS,D,20100804,000000,245.0000000,245.5100000,242.2200000,243.5000000,661150
MTSS,D,20100805,000000,244.5000000,246.2400000,242.9700000,244.3800000,743679
MTSS,D,20100806,000000,244.0200000,245.5000000,243.4000000,244.1600000,312485
MTSS,D,20100809,000000,244.1700000,246.9800000,243.7500000,244.7900000,354843
MTSS,D,20100810,000000,244.0200000,245.6900000,243.1200000,243.6900000,351713
MTSS,D,20100811,000000,243.0000000,244.9800000,241.0200000,244.1100000,439381
MTSS,D,20100812,000000,242.3100000,244.8900000,241.7400000,243.2800000,410466
MTSS,D,20100813,000000,244.1100000,244.6800000,243.1500000,243.5000000,401357
MTSS,D,20100816,000000,243.5200000,244.5000000,243.0100000,243.3000000,246214
MTSS,D,20100817,000000,244.8300000,245.9000000,243.3900000,244.7400000,310899
MTSS,D,20100818,000000,245.1000000,246.0000000,243.3100000,244.1500000,361829
MTSS,D,20100819,000000,245.1000000,245.9000000,243.5000000,244.0000000,348658
MTSS,D,20100820,000000,243.2100000,244.8900000,241.3000000,244.5000000,743860
MTSS,D,20100823,000000,244.5000000,245.8500000,243.6000000,245.6000000,492952
MTSS,D,20100824,000000,245.1000000,245.4900000,243.1500000,243.8100000,401985
MTSS,D,20100825,000000,244.9900000,245.4000000,243.1400000,244.1800000,307261
MTSS,D,20100826,000000,245.1900000,248.5000000,245.1700000,246.5600000,924160
MTSS,D,20100827,000000,246.5000000,248.9400000,245.5000000,248.0000000,542690
MTSS,D,20100830,000000,249.0000000,253.5000000,248.6100000,252.3000000,789253
MTSS,D,20100831,000000,252.3000000,252.3000000,247.7700000,249.2200000,2044391
MTSS,D,20100901,000000,250.0000000,250.7400000,248.5000000,248.8400000,446370
MTSS,D,20100902,000000,248.6400000,250.5000000,248.1200000,249.0900000,492873
MTSS,D,20100903,000000,249.8900000,251.5000000,247.0100000,249.1000000,599659
MTSS,D,20100906,000000,250.1500000,250.6300000,248.9000000,249.4800000,198670
MTSS,D,20100907,000000,249.0200000,249.3700000,247.2600000,248.8100000,295106
MTSS,D,20100908,000000,247.5300000,254.0000000,247.5100000,251.9000000,1364192
MTSS,D,20100909,000000,252.5000000,255.9900000,251.5100000,255.5000000,620705
MTSS,D,20100910,000000,254.0000000,256.9900000,253.0200000,255.4700000,778969
MTSS,D,20100913,000000,256.3000000,259.5000000,256.2300000,258.0500000,734042
MTSS,D,20100914,000000,258.0100000,258.8600000,256.4400000,257.7500000,584992
MTSS,D,20100915,000000,257.5200000,259.8000000,256.4500000,258.8000000,529970
MTSS,D,20100916,000000,258.3600000,259.5000000,256.0600000,258.2600000,406538
MTSS,D,20100917,000000,258.3700000,259.0000000,255.0100000,256.9800000,617965
MTSS,D,20100920,000000,256.9800000,256.9900000,250.1500000,254.9900000,1255092
MTSS,D,20100921,000000,254.9900000,257.2000000,253.0000000,253.1700000,694965
MTSS,D,20100922,000000,253.1400000,254.1700000,248.5500000,250.9400000,1159333
MTSS,D,20100923,000000,250.8000000,251.7500000,247.5200000,248.4500000,670758
MTSS,D,20100924,000000,248.6700000,254.0000000,245.0000000,253.5500000,508997
MTSS,D,20100927,000000,253.9900000,254.5800000,250.9000000,251.4900000,358714
MTSS,D,20100928,000000,251.0000000,251.8800000,248.3100000,249.1300000,362911
MTSS,D,20100929,000000,248.1500000,252.2300000,248.1500000,250.3600000,250768
MTSS,D,20100930,000000,249.0000000,252.3500000,247.5000000,250.7000000,384354
MTSS,D,20101001,000000,250.7100000,250.9000000,248.1200000,250.6100000,861524
MTSS,D,20101004,000000,250.6100000,252.7700000,249.5200000,252.4800000,745030
MTSS,D,20101005,000000,252.4900000,253.3000000,251.2600000,253.0000000,505960
MTSS,D,20101006,000000,253.8800000,254.4400000,252.6300000,254.0500000,919014
MTSS,D,20101007,000000,254.0100000,254.5000000,252.4600000,253.6000000,357332
MTSS,D,20101008,000000,252.8600000,253.4100000,250.2000000,250.6600000,279543
MTSS,D,20101011,000000,251.8500000,253.8000000,250.9100000,251.9900000,276590
MTSS,D,20101012,000000,251.2400000,252.9400000,250.0800000,250.7000000,444236
MTSS,D,20101013,000000,251.8300000,252.7300000,250.5700000,250.9600000,864455
MTSS,D,20101014,000000,252.4900000,252.9700000,248.6000000,249.0800000,813880
MTSS,D,20101015,000000,250.0000000,250.9900000,248.7000000,250.9600000,620039
MTSS,D,20101018,000000,249.0600000,250.7700000,249.0000000,250.0000000,330302
MTSS,D,20101019,000000,250.4800000,254.0000000,249.5700000,252.5600000,1618384
MTSS,D,20101020,000000,251.5100000,251.9900000,250.0100000,251.7000000,921948
MTSS,D,20101021,000000,251.9800000,255.0000000,251.4500000,254.3800000,1605004
MTSS,D,20101022,000000,254.0000000,256.9900000,251.2900000,252.5000000,619634
MTSS,D,20101025,000000,253.3300000,254.5900000,251.5600000,252.0900000,900541
MTSS,D,20101026,000000,252.2600000,252.3000000,249.6000000,250.0000000,854649
MTSS,D,20101027,000000,250.1000000,250.7900000,249.4900000,249.9800000,521001
MTSS,D,20101028,000000,249.9700000,251.0000000,249.0200000,249.7000000,461864
MTSS,D,20101029,000000,249.4800000,250.4800000,248.7500000,250.2000000,516879
MTSS,D,20101101,000000,251.0600000,252.1800000,249.8200000,250.0600000,771264
MTSS,D,20101102,000000,250.4500000,254.9800000,250.1200000,254.3000000,1311052
MTSS,D,20101103,000000,254.6700000,258.9900000,254.0400000,258.0400000,1822509
MTSS,D,20101108,000000,259.5600000,261.7000000,259.2000000,260.5000000,1685013
MTSS,D,20101109,000000,260.0000000,264.5000000,260.0000000,260.7200000,959365
MTSS,D,20101110,000000,259.3900000,260.8000000,257.6000000,259.2000000,641463
MTSS,D,20101111,000000,260.0000000,261.2100000,254.8000000,256.8000000,1265237
MTSS,D,20101112,000000,255.0500000,258.7000000,254.0700000,256.3300000,772295
MTSS,D,20101113,000000,256.3000000,257.7800000,254.6500000,255.7000000,144627
MTSS,D,20101115,000000,255.7000000,256.9100000,255.1000000,255.5800000,813711
MTSS,D,20101116,000000,255.5800000,256.3700000,254.5000000,255.6300000,891610
MTSS,D,20101117,000000,255.1000000,256.3200000,254.5000000,256.3200000,627056
MTSS,D,20101118,000000,257.2400000,259.3000000,255.5500000,258.3200000,754985
MTSS,D,20101119,000000,258.9900000,259.9900000,255.9900000,256.2000000,579952
MTSS,D,20101122,000000,257.4400000,258.5700000,256.0100000,256.4800000,600477
MTSS,D,20101123,000000,256.0000000,256.9900000,253.0700000,254.5000000,1112488
MTSS,D,20101124,000000,255.0000000,256.0000000,254.3100000,255.8400000,685019
MTSS,D,20101125,000000,256.0000000,257.4400000,254.9000000,255.5000000,744560
MTSS,D,20101126,000000,255.8800000,255.9900000,254.5900000,254.9500000,451641
MTSS,D,20101129,000000,255.5800000,256.0000000,253.7000000,254.0000000,1126507
MTSS,D,20101130,000000,254.8800000,255.9000000,254.0300000,254.1000000,392221
MTSS,D,20101201,000000,254.8400000,256.9900000,254.3100000,256.0300000,640391
MTSS,D,20101202,000000,256.9900000,257.9000000,255.7000000,257.5000000,901587
MTSS,D,20101203,000000,257.8200000,258.7600000,255.9500000,256.3000000,1055642
MTSS,D,20101206,000000,256.8500000,257.8500000,256.3500000,257.5700000,622187
MTSS,D,20101207,000000,258.0000000,260.3400000,257.3000000,258.2000000,1292007
MTSS,D,20101208,000000,256.6000000,258.1600000,255.0300000,255.4000000,1000300
MTSS,D,20101209,000000,256.3000000,256.8200000,254.2200000,254.9900000,1197704
MTSS,D,20101210,000000,254.9900000,255.2400000,252.3100000,254.0200000,914496
MTSS,D,20101213,000000,254.5700000,255.8900000,253.9100000,254.0000000,1089555
MTSS,D,20101214,000000,254.7500000,254.7600000,253.6400000,254.2000000,802387
MTSS,D,20101215,000000,254.0000000,254.1900000,249.5000000,253.9300000,569700
MTSS,D,20101216,000000,252.8200000,254.2000000,252.5000000,254.0000000,438225
MTSS,D,20101217,000000,254.1700000,256.9500000,254.0100000,256.5000000,743045
MTSS,D,20101220,000000,256.0100000,262.0000000,255.5500000,257.7400000,1802559
MTSS,D,20101221,000000,258.4000000,261.3800000,258.3400000,260.9700000,951587
MTSS,D,20101222,000000,262.9900000,262.9900000,259.7600000,260.3400000,496724
MTSS,D,20101223,000000,260.9800000,260.9800000,259.1500000,260.0000000,378332
MTSS,D,20101224,000000,259.9700000,260.3300000,257.6700000,259.4300000,378531
MTSS,D,20101227,000000,259.4300000,261.2000000,257.0000000,258.0000000,701625
MTSS,D,20101228,000000,258.0000000,259.3500000,257.6700000,257.7100000,497709
MTSS,D,20101229,000000,257.9200000,259.5000000,257.3600000,258.0100000,823210
MTSS,D,20101230,000000,258.7000000,260.7500000,258.0500000,259.8800000,629585
MTSS,D,20110111,000000,260.0200000,262.7500000,259.7500000,260.3400000,931575
MTSS,D,20110112,000000,261.6900000,261.6900000,259.0400000,260.5000000,2519235
MTSS,D,20110113,000000,260.4900000,261.2900000,259.0000000,259.1900000,962201
MTSS,D,20110114,000000,259.1900000,259.9400000,257.1200000,257.2700000,777148
MTSS,D,20110117,000000,257.3400000,260.0000000,257.1600000,259.6500000,1021667
MTSS,D,20110118,000000,259.7500000,262.4500000,258.8000000,260.9400000,2079054
MTSS,D,20110119,000000,260.1500000,263.3600000,260.1000000,263.0000000,1451245
MTSS,D,20110120,000000,261.7800000,262.7700000,258.7000000,258.9800000,1008968
MTSS,D,20110121,000000,259.1600000,259.7200000,257.3600000,259.5000000,691354
MTSS,D,20110124,000000,259.7400000,259.9800000,255.5100000,257.0000000,1181846
MTSS,D,20110125,000000,256.9900000,257.7500000,254.2500000,255.4700000,977143
MTSS,D,20110126,000000,256.0000000,256.7000000,255.3300000,255.9500000,870872
MTSS,D,20110127,000000,256.6000000,257.0000000,252.7300000,252.8200000,1453778
MTSS,D,20110128,000000,253.5000000,254.4800000,250.7500000,251.0000000,1086200
MTSS,D,20110131,000000,250.6500000,251.5900000,248.5000000,249.8000000,1060402
MTSS,D,20110201,000000,250.3700000,251.1500000,249.2500000,249.7000000,1069221
MTSS,D,20110202,000000,250.5400000,252.9000000,248.1200000,248.7900000,1691541
MTSS,D,20110203,000000,248.0100000,250.4700000,248.0100000,249.3400000,915446
MTSS,D,20110204,000000,249.6900000,250.9400000,248.0000000,249.3700000,799581
MTSS,D,20110207,000000,250.0000000,252.2000000,248.7100000,251.5100000,921108
MTSS,D,20110208,000000,251.0700000,252.2000000,248.6000000,249.9500000,1182845
MTSS,D,20110209,000000,250.5500000,251.4500000,249.0100000,249.7000000,833095
MTSS,D,20110210,000000,249.8400000,249.8400000,245.4500000,245.9700000,959342
MTSS,D,20110211,000000,245.7800000,247.9400000,245.2500000,247.0000000,827264
MTSS,D,20110214,000000,248.5400000,249.4600000,245.2500000,247.0000000,630245
MTSS,D,20110215,000000,247.0000000,247.6900000,245.5000000,245.9500000,594294
MTSS,D,20110216,000000,246.4400000,250.0000000,245.5200000,249.9900000,836538
MTSS,D,20110217,000000,250.1000000,253.2800000,249.6300000,252.1900000,1154250
MTSS,D,20110218,000000,253.5000000,255.3000000,251.3000000,254.4900000,1482366
MTSS,D,20110221,000000,255.0500000,255.5300000,253.6000000,254.6800000,583770
MTSS,D,20110222,000000,254.4000000,254.4000000,249.9300000,251.5100000,753904
MTSS,D,20110224,000000,250.6500000,250.7300000,246.5000000,247.1500000,1093288
MTSS,D,20110225,000000,247.7000000,251.2500000,247.2300000,249.4900000,1919654
MTSS,D,20110228,000000,250.1400000,250.3900000,246.8900000,247.2500000,1667860
MTSS,D,20110301,000000,248.3900000,248.6400000,245.9100000,246.6000000,1772470
MTSS,D,20110302,000000,246.0000000,246.9000000,243.6900000,243.9000000,1966340
MTSS,D,20110303,000000,244.4500000,245.5000000,242.1500000,245.4000000,2067360
MTSS,D,20110304,000000,245.8800000,250.0000000,245.8000000,248.1900000,1612180
MTSS,D,20110305,000000,248.7400000,249.9700000,247.7000000,249.9000000,549130
MTSS,D,20110309,000000,251.1500000,255.9000000,251.0000000,254.7000000,2738780
MTSS,D,20110310,000000,253.0000000,255.0000000,252.3100000,253.5000000,1249290
MTSS,D,20110311,000000,252.7600000,253.5000000,250.1100000,252.1900000,1308380
MTSS,D,20110314,000000,252.7100000,253.8300000,251.5000000,252.1000000,1207860
MTSS,D,20110315,000000,249.9600000,250.0000000,245.7800000,247.7200000,2171920
MTSS,D,20110316,000000,249.0000000,249.7000000,246.3000000,246.8900000,1129430
MTSS,D,20110317,000000,246.1600000,249.0500000,246.0300000,247.9800000,948830
MTSS,D,20110318,000000,249.2700000,249.9000000,248.0000000,248.3000000,777250
MTSS,D,20110321,000000,248.9800000,253.6600000,248.8100000,250.6100000,1480380
MTSS,D,20110322,000000,251.0100000,252.0000000,249.0000000,251.3000000,1045330
MTSS,D,20110323,000000,250.3500000,253.4000000,250.0000000,251.0500000,1511990
MTSS,D,20110324,000000,251.8000000,252.8000000,250.6000000,251.9800000,2397120
MTSS,D,20110325,000000,251.9000000,258.8000000,251.9000000,258.6800000,1665930
MTSS,D,20110328,000000,258.7000000,262.2600000,257.1500000,259.2100000,1715010
MTSS,D,20110329,000000,258.7900000,261.5900000,255.5000000,256.0100000,2072090
MTSS,D,20110330,000000,257.3800000,260.5100000,256.5500000,260.1000000,838720
MTSS,D,20110331,000000,260.6000000,261.0000000,258.0600000,259.4800000,712360
MTSS,D,20110401,000000,259.5600000,262.1500000,258.2200000,261.6500000,1413960
MTSS,D,20110404,000000,262.2000000,264.4800000,258.3500000,260.4000000,1481710
MTSS,D,20110405,000000,260.7500000,262.5000000,258.4000000,259.7100000,1810420
MTSS,D,20110406,000000,259.2700000,261.0400000,259.2600000,259.8100000,699720
MTSS,D,20110407,000000,259.7000000,260.7300000,258.6200000,259.2000000,691010
MTSS,D,20110408,000000,259.8000000,261.2900000,259.5000000,261.0000000,950470
MTSS,D,20110411,000000,261.0500000,261.8900000,258.0000000,258.4300000,621440
MTSS,D,20110412,000000,255.6100000,258.0000000,254.0000000,254.5000000,1360800
MTSS,D,20110413,000000,255.0000000,257.7900000,254.7400000,256.9000000,692620
MTSS,D,20110414,000000,257.4000000,257.7500000,253.5200000,254.2600000,979070
MTSS,D,20110415,000000,254.5000000,259.7500000,253.7500000,256.9000000,1307370
MTSS,D,20110418,000000,257.0000000,259.8500000,250.2800000,251.1900000,1485130
MTSS,D,20110419,000000,251.9900000,253.9000000,250.7700000,252.5000000,1430720
MTSS,D,20110420,000000,253.5900000,255.4000000,253.2200000,254.3800000,810740
MTSS,D,20110421,000000,255.4300000,257.7700000,253.3600000,255.5000000,859890
MTSS,D,20110422,000000,255.0000000,257.1900000,254.6100000,256.9900000,424750
MTSS,D,20110425,000000,257.2900000,258.4000000,253.7900000,254.8700000,702850
MTSS,D,20110426,000000,255.4000000,255.8800000,253.2500000,254.7100000,564330
MTSS,D,20110427,000000,255.3500000,257.2000000,251.5000000,252.9500000,1246130
MTSS,D,20110428,000000,253.5300000,255.9900000,252.0300000,253.7700000,1031730
MTSS,D,20110429,000000,252.3600000,256.5000000,252.0300000,255.7700000,756960
MTSS,D,20110503,000000,255.0100000,255.7700000,252.1000000,252.5000000,1078510
MTSS,D,20110504,000000,251.1500000,253.8900000,246.3000000,248.7000000,1641880
MTSS,D,20110505,000000,249.9800000,251.7700000,248.0000000,249.7200000,1160710
MTSS,D,20110506,000000,247.9900000,253.5000000,245.0100000,253.1300000,2618680
MTSS,D,20110510,000000,253.3000000,257.4400000,253.2000000,254.3000000,4395570
MTSS,D,20110511,000000,247.5000000,247.5000000,242.2200000,243.8400000,2599720
MTSS,D,20110512,000000,243.0000000,243.4400000,236.5800000,238.3500000,1669620
MTSS,D,20110513,000000,239.0300000,240.9300000,236.6000000,237.3900000,1200870
MTSS,D,20110516,000000,236.0000000,241.5000000,234.6000000,240.6700000,1256490
MTSS,D,20110517,000000,240.2600000,242.9900000,237.0000000,238.1700000,1218470
