<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<CLAVRG>,,,,,,,
GMKN,D,20130221,0,5496,5544,5460,5491,522437,0.583491385,,,,,,,
GMKN,D,20130222,0,5515,5562,5465,5496,202985,0.584022701,,,,,,,
GMKN,D,20130225,0,5505,5586,5485,5577,147481,0.592630022,,,,,,,
GMKN,D,20130226,0,5489,5555,5482,5487,196234,0.583066332,,,,,,,
GMKN,D,20130227,0,5505,5577,5488,5517,271519,0.586254229,,,,,,,
GMKN,D,20130228,0,5566,5566,5385,5404,333370,0.574246484,,,,,,,
GMKN,D,20130301,0,5388,5399,5329,5347,206420,0.56818948,,,,,,,
GMKN,D,20130304,0,5333,5362,5260,5285,250775,0.56160116,,,,,,,
GMKN,D,20130305,0,5310,5438,5306,5430,414791,0.577009328,,,,,,,
GMKN,D,20130306,0,5462,5492,5418,5485,278255,0.582853805,,,,,,,
GMKN,D,20130307,0,5484,5505,5436,5465,146856,0.580728541,,,,,,,
GMKN,D,20130311,0,5490,5543,5477,5494,199465,0.583810174,,,,,,,
GMKN,D,20130312,0,5514,5514,5418,5438,218700,0.577859434,,,,,,,
GMKN,D,20130313,0,5419,5471,5290,5315,488230,0.564789057,,,,,,,
GMKN,D,20130314,0,5330,5357,5298,5333,206813,0.566701795,,,,,,,
GMKN,D,20130315,0,5363,5409,5275,5275,275452,0.560538527,,,,,,,
GMKN,D,20130318,0,5205,5223,5052,5169,465966,0.549274625,,,,,,,
GMKN,D,20130319,0,5194,5260,5120,5164,357518,0.548743309,,,,,,,
GMKN,D,20130320,0,5173,5237,5122,5195,273826,0.552037469,,,,,,,
GMKN,D,20130321,0,5222,5238,5161,5175,213295,0.549912205,,,,,,,
GMKN,D,20130322,0,5127,5185,5108,5159,170280,0.548211993,,,,,,,
GMKN,D,20130325,0,5200,5241,5014,5055,392680,0.537160617,,,,,,,
GMKN,D,20130326,0,5080,5145,5048,5125,317080,0.544599043,,,,,,,
GMKN,D,20130327,0,5137,5170,5080,5139,163360,0.546086728,,,,,,,
GMKN,D,20130328,0,5130,5247,5123,5240,247943,0.556819314,,,,,,,
GMKN,D,20130329,0,5250,5267,5230,5249,57170,0.557775684,,,,,,,
GMKN,D,20130401,0,5224,5288,5185,5201,104146,0.552675049,,,,,,,
GMKN,D,20130402,0,5190,5263,5187,5263,146179,0.559263369,,,,,,,
GMKN,D,20130403,0,5254,5297,5214,5251,178545,0.55798821,,,,,,,
GMKN,D,20130404,0,5211,5369,5195,5269,292816,0.559900948,,,,,,,
GMKN,D,20130405,0,5270,5297,5205,5223,185810,0.55501284,,,,,,,
GMKN,D,20130408,0,5239,5292,5155,5165,170585,0.548849572,,,,,,,
GMKN,D,20130409,0,5200,5322,5195,5306,215177,0.563832688,,,,,,,
GMKN,D,20130410,0,5317,5393,5259,5330,213014,0.566383005,,,,,,,
GMKN,D,20130411,0,5344,5350,5166,5192,194214,0.55171868,,,,,,,
GMKN,D,20130412,0,5191,5192,5081,5159,258367,0.548211993,,,,,,,
GMKN,D,20130415,0,5100,5130,4963,4980,410596,0.529190875,,,,,,,
GMKN,D,20130416,0,4991,5039,4900,4907,250230,0.52143366,,,,,,,
GMKN,D,20130417,0,4924,4948,4771,4831,325977,0.513357654,,,,,,,
GMKN,D,20130418,0,4816,5018,4805,4909,519421,0.521646186,,,,,,,
GMKN,D,20130419,0,4953,5017,4925,4998,172569,0.531103613,,,,,,,
GMKN,D,20130422,0,5021,5084,4962,4997,252932,0.53099735,,,,,,,
GMKN,D,20130423,0,4977,4989,4906,4938,200420,0.52472782,,,,,,,
GMKN,D,20130424,0,4945,5095,4931,5095,362728,0.541411146,,,,,,,
GMKN,D,20130425,0,5117,5149,5000,5055,332386,0.537160617,,,,,,,
GMKN,D,20130426,0,5107,5247,5105,5237,479791,0.556500525,,,,,,,
GMKN,D,20130429,0,5242,5340,5207,5222,416083,0.554906576,,,,,,,
GMKN,D,20130430,0,5232,5279,5122,5160,451542,0.548318256,,,,,,,
GMKN,D,20130502,0,4811,4867,4706,4740,394280,0.503687701,,,,,,,
GMKN,D,20130503,0,4770,4822,4745,4815,158458,0.511657443,,,,,,,
GMKN,D,20130506,0,4832,4915,4805,4832,353260,0.513463917,,,,,,,
GMKN,D,20130507,0,4825,4920,4811,4902,237363,0.520902343,,,,,,,
GMKN,D,20130508,0,4919,4969,4832,4934,209271,0.524302767,,,,,,,
GMKN,D,20130510,0,4937,4959,4893,4929,148961,0.523771451,,,,,,,
GMKN,D,20130513,0,4917,4925,4781,4816,353001,0.511763706,,,,,,,
GMKN,D,20130514,0,4816,4881,4780,4820,241311,0.512188759,,,,,,,
GMKN,D,20130515,0,4842,4850,4685,4710,239603,0.500499804,,,,,,,
GMKN,D,20130516,0,4747,4749,4584,4588,341589,0.48753569,,,,,,,
GMKN,D,20130517,0,4599,4678,4566,4662,203165,0.495399169,,,,,,,
GMKN,D,20130520,0,4681,4700,4591,4613,201501,0.490192271,,,,,,,
GMKN,D,20130521,0,4624,4735,4581,4720,259843,0.501562436,,,,,,,
GMKN,D,20130522,0,4716,4847,4706,4816,352723,0.511763706,,,,,,,
GMKN,D,20130523,0,4699,4725,4614,4643,373111,0.493380167,,,,,,,
GMKN,D,20130524,0,4663,4680,4585,4604,206528,0.489235902,,,,,,,
GMKN,D,20130527,0,4630,4679,4593,4617,102157,0.490617323,,,,,,,
GMKN,D,20130528,0,4637,4761,4635,4739,236229,0.503581437,,,,,,,
GMKN,D,20130529,0,4713,4730,4625,4640,185218,0.493061378,,,,,,,
GMKN,D,20130530,0,4650,4710,4618,4698,186200,0.499224645,,,,,,,
GMKN,D,20130531,0,4700,4736,4583,4645,308340,0.493592694,,,,,,,
GMKN,D,20130603,0,4616,4701,4565,4627,303658,0.491679956,,,,,,,
GMKN,D,20130604,0,4641,4700,4616,4678,189169,0.49709938,,,,,,,
GMKN,D,20130605,0,4641,4660,4537,4564,289762,0.484985372,,,,,,,
GMKN,D,20130606,0,4545,4625,4536,4565,242098,0.485091636,,,,,,,
GMKN,D,20130607,0,4600,4698,4595,4677,232269,0.496993117,,,,,,,
GMKN,D,20130610,0,4682,4710,4620,4642,190501,0.493273904,,,,,,,
GMKN,D,20130611,0,4628,4667,4432,4465,435101,0.474465313,,,,,,,
GMKN,D,20130613,0,4381,4405,4282,4385,344160,0.465964255,,,,,,,
GMKN,D,20130614,0,4440,4594,4392,4590,354981,0.487748216,,,,,,,
GMKN,D,20130617,0,4588,4673,4588,4670,347886,0.496249275,,,,,,,
GMKN,D,20130618,0,4664,4753,4625,4740,295272,0.503687701,,,,,,,
GMKN,D,20130619,0,4730,4769,4661,4725,173180,0.502093752,,,,,,,
GMKN,D,20130620,0,4619,4696,4586,4636,242805,0.492636325,,,,,,,
GMKN,D,20130621,0,4612,4682,4471,4499,394411,0.478078263,,,,,,,
GMKN,D,20130624,0,4480,4566,4444,4500,213840,0.478184526,,,,,,,
GMKN,D,20130625,0,4512,4646,4510,4595,226566,0.488279532,,,,,,,
GMKN,D,20130626,0,4615,4718,4603,4685,228348,0.497843223,,,,,,,
GMKN,D,20130627,0,4702,4732,4652,4694,209773,0.498799592,,,,,,,
GMKN,D,20130628,0,4714,4757,4671,4756,242177,0.505387912,,,,,,,
GMKN,D,20130701,0,4747,4787,4692,4754,160732,0.505175386,,,,,,,
GMKN,D,20130702,0,4759,4780,4673,4685,182692,0.497843223,,,,,,,
GMKN,D,20130703,0,4656,4677,4601,4635,171581,0.492530062,,,,,,,
GMKN,D,20130704,0,4649,4687,4605,4687,167493,0.498055749,,,,,,,
GMKN,D,20130705,0,4700,4727,4589,4609,219179,0.489767218,,,,,,,
GMKN,D,20130708,0,4619,4633,4565,4616,156141,0.49051106,,,,,,,
GMKN,D,20130709,0,4628,4656,4594,4607,114302,0.489554691,,,,,,,
GMKN,D,20130710,0,4614,4623,4528,4558,170955,0.484347793,,,,,,,
GMKN,D,20130711,0,4625,4699,4594,4699,275620,0.499330908,,,,,,,
GMKN,D,20130712,0,4704,4794,4699,4749,239839,0.50464407,,,,,,,
GMKN,D,20130715,0,4770,4789,4650,4675,213576,0.496780591,,,,,,,
GMKN,D,20130716,0,4683,4729,4667,4710,228013,0.500499804,,,,,,,
GMKN,D,20130717,0,4704,4855,4694,4839,346202,0.51420776,,,,,,,
GMKN,D,20130718,0,4846,4889,4686,4707,346213,0.500181014,,,,,,,
GMKN,D,20130719,0,4686,4770,4652,4680,253826,0.497311907,,,,,,,
GMKN,D,20130722,0,4698,4725,4660,4677,126581,0.496993117,,,,,,,
GMKN,D,20130723,0,4706,4768,4706,4721,184834,0.501668699,,,,,,,
GMKN,D,20130724,0,4716,4752,4700,4725,143917,0.502093752,,,,,,,
GMKN,D,20130725,0,4698,4731,4600,4616,286743,0.49051106,,,,,,,
GMKN,D,20130726,0,4625,4647,4605,4610,90308,0.489873481,,,,,,,
GMKN,D,20130729,0,4612,4636,4529,4541,228097,0.482541318,,,,,,,
GMKN,D,20130730,0,4551,4590,4495,4518,167525,0.480097264,,,,,,,
GMKN,D,20130731,0,4525,4529,4402,4439,358743,0.471702469,,,,,,,
GMKN,D,20130801,0,4460,4504,4452,4490,177296,0.477121894,,,,,,,
GMKN,D,20130802,0,4519,4524,4401,4425,240675,0.470214784,,,,,,,
GMKN,D,20130805,0,4438,4457,4380,4413,173872,0.468939625,,,,,,,
GMKN,D,20130806,0,4413,4416,4365,4385,186554,0.465964255,,,,,,,
GMKN,D,20130807,0,4373,4386,4240,4252,348657,0.451831245,,,,,,,
GMKN,D,20130808,0,4274,4279,4077,4105,723644,0.436210551,,,,,,,
GMKN,D,20130809,0,4121,4237,4063,4214,637224,0.447793243,,,,,,,
GMKN,D,20130812,0,4214,4269,4165,4256,264871,0.452256298,,,,,,,
GMKN,D,20130813,0,4288,4425,4260,4401,625825,0.467664466,,,,,,,
GMKN,D,20130814,0,4415,4499,4372,4468,405753,0.474784103,,,,,,,
GMKN,D,20130815,0,4454,4489,4270,4293,433180,0.456188038,,,,,,,
GMKN,D,20130816,0,4320,4347,4253,4311,350533,0.458100776,,,,,,,
GMKN,D,20130819,0,4300,4349,4268,4346,190072,0.461819989,,,,,,,
GMKN,D,20130820,0,4320,4325,4266,4308,135016,0.457781986,,,,,,,
GMKN,D,20130821,0,4308,4340,4272,4318,179818,0.458844618,,,,,,,
GMKN,D,20130822,0,4297,4444,4282,4425,342540,0.470214784,,,,,,,
GMKN,D,20130823,0,4465,4475,4405,4427,223322,0.47042731,,,,,,,
GMKN,D,20130826,0,4453,4466,4403,4413,101659,0.468939625,,,,,,,
GMKN,D,20130827,0,4396,4408,4335,4383,174346,0.465751728,,,,,,,
GMKN,D,20130828,0,4360,4386,4307,4331,198840,0.46022604,,,,,,,
GMKN,D,20130829,0,4339,4366,4282,4330,217097,0.460119777,,,,,,,
GMKN,D,20130830,0,4330,4450,4289,4370,282598,0.464370306,,,,,,,
GMKN,D,20130902,0,4395,4428,4372,4409,109208,0.468514572,,,,,,,
GMKN,D,20130903,0,4422,4443,4354,4416,175558,0.469258415,,,,,,,
GMKN,D,20130904,0,4411,4428,4363,4424,203813,0.47010852,,,,,,,
GMKN,D,20130905,0,4438,4568,4413,4555,436136,0.484029003,,,,,,,
GMKN,D,20130906,0,4558,4707,4538,4650,556364,0.49412401,,,,,,,
GMKN,D,20130909,0,4672,4778,4633,4720,431958,0.501562436,,,,,,,
GMKN,D,20130910,0,4729,4768,4652,4723,398690,0.501881226,,,,,,,
GMKN,D,20130911,0,4723,4723,4575,4600,391019,0.488810849,,,,,,,
GMKN,D,20130912,0,4620,4670,4556,4670,532663,0.496249275,,,,,,,
GMKN,D,20130913,0,4651,4689,4602,4624,266045,0.491361166,,,,,,,
GMKN,D,20130916,0,4657,4730,4652,4702,425241,0.499649698,,,,,,,
GMKN,D,20130917,0,4691,4748,4674,4735,210404,0.503156384,,,,,,,
GMKN,D,20130918,0,4740,4805,4725,4755,319555,0.505281649,,,,,,,
GMKN,D,20130919,0,4851,4910,4815,4842,664138,0.51452655,,,,,,,
GMKN,D,20130920,0,4821,4853,4812,4834,285931,0.513676444,,,,,,,
GMKN,D,20130923,0,4821,4831,4767,4774,246379,0.50730065,,,,,,,
GMKN,D,20130924,0,4764,4833,4755,4820,195905,0.512188759,,,,,,,
GMKN,D,20130925,0,4815,4844,4783,4832,195659,0.513463917,,,,,,,
GMKN,D,20130926,0,4836,4867,4800,4849,229418,0.515270392,,,,,,,
GMKN,D,20130927,0,4844,4848,4744,4744,222711,0.504112753,,,,,,,
GMKN,D,20130930,0,4700,4760,4652,4688,334356,0.498162013,,,,,,,
GMKN,D,20131001,0,4716,4815,4692,4765,468455,0.506344281,,,,,,,
GMKN,D,20131002,0,4742,4789,4724,4750,303770,0.504750333,,,,,,,
GMKN,D,20131003,0,4767,4784,4741,4752,221911,0.504962859,,,,,,,
GMKN,D,20131004,0,4750,4788,4725,4774,298491,0.50730065,,,,,,,
GMKN,D,20131007,0,4757,4778,4731,4760,237330,0.505812965,,,,,,,
GMKN,D,20131008,0,4766,4840,4742,4816,363171,0.511763706,,,,,,,
GMKN,D,20131009,0,4795,4857,4790,4827,238063,0.512932601,,,,,,,
GMKN,D,20131010,0,4829,4884,4813,4826,420959,0.512826338,,,,,,,
GMKN,D,20131011,0,4850,4862,4798,4840,236883,0.514314023,,,,,,,
GMKN,D,20131014,0,4819,4875,4778,4865,253810,0.516970604,,,,,,,
GMKN,D,20131015,0,4894,4970,4894,4969,430235,0.52802198,,,,,,,
GMKN,D,20131016,0,4960,4966,4904,4907,509728,0.52143366,,,,,,,
GMKN,D,20131017,0,4929,4930,4786,4827,580342,0.512932601,,,,,,,
GMKN,D,20131018,0,4851,4877,4759,4852,440169,0.515589182,,,,,,,
GMKN,D,20131021,0,4867,4870,4816,4852,232808,0.515589182,,,,,,,
GMKN,D,20131022,0,4850,4898,4811,4867,480226,0.51718313,,,,,,,
GMKN,D,20131023,0,4846,4950,4832,4939,875248,0.524834083,,,,,,,
GMKN,D,20131024,0,4939,4981,4914,4950,522649,0.526002978,,,,,,,
GMKN,D,20131025,0,4925,5073,4911,5060,656166,0.537691933,,,,,,,
GMKN,D,20131028,0,5076,5138,5070,5103,372251,0.542261252,,,,,,,
GMKN,D,20131029,0,5067,5099,5031,5040,365199,0.535566669,,,,,,,
GMKN,D,20131030,0,5040,5075,5003,5025,448659,0.53397272,,,,,,,
GMKN,D,20131031,0,4869,4895,4810,4856,649712,0.516014235,,,,,,,
GMKN,D,20131101,0,4850,4931,4824,4920,378975,0.522815082,,,,,,,
GMKN,D,20131105,0,4922,4938,4890,4911,219958,0.521858712,,,,,,,
GMKN,D,20131106,0,4917,4919,4859,4867,263065,0.51718313,,,,,,,
GMKN,D,20131107,0,4870,4900,4840,4874,220367,0.517926973,,,,,,,
GMKN,D,20131108,0,4865,4868,4811,4845,317656,0.514845339,,,,,,,
GMKN,D,20131111,0,4855,4900,4849,4882,292385,0.518777079,,,,,,,
GMKN,D,20131112,0,4893,4936,4852,4870,371655,0.51750192,,,,,,,
GMKN,D,20131113,0,4852,4869,4758,4780,421608,0.50793823,,,,,,,
GMKN,D,20131114,0,4818,4847,4794,4801,314052,0.510169757,,,,,,,
GMKN,D,20131115,0,4822,4842,4765,4778,329741,0.507725703,,,,,,,
GMKN,D,20131118,0,4791,4835,4790,4830,278166,0.513251391,,,,,,,
GMKN,D,20131119,0,4821,4885,4811,4873,215739,0.51782071,,,,,,,
GMKN,D,20131120,0,4857,4879,4834,4875,194951,0.518033236,,,,,,,
GMKN,D,20131121,0,4850,4875,4836,4865,206221,0.516970604,,,,,,,
GMKN,D,20131122,0,4873,4903,4848,4876,215240,0.5181395,,,,,,,
GMKN,D,20131125,0,4889,4926,4861,4914,217276,0.522177502,,,,,,,
GMKN,D,20131126,0,4914,4955,4882,4952,311569,0.526215505,,,,,,,
GMKN,D,20131127,0,4952,4979,4910,4940,342645,0.524940346,,,,,,,
GMKN,D,20131128,0,4960,5005,4959,4978,182597,0.528978349,,,,,,,
GMKN,D,20131129,0,4966,4985,4921,4984,297014,0.529615928,,,,,,,
GMKN,D,20131202,0,4981,5015,4980,5001,177838,0.531422403,,,,,,,
GMKN,D,20131203,0,4990,5018,4957,4982,323906,0.529403402,,,,,,,
GMKN,D,20131204,0,4992,4992,4952,4969,261571,0.52802198,,,,,,,
GMKN,D,20131205,0,4968,5080,4968,5016,399538,0.533016351,,,,,,,
GMKN,D,20131206,0,5017,5086,5003,5075,256559,0.539285882,,,,,,,
GMKN,D,20131209,0,5093,5125,5043,5088,462090,0.540667304,,,,,,,
GMKN,D,20131210,0,5097,5097,5061,5073,240268,0.539073355,,,,,,,
GMKN,D,20131211,0,5055,5066,5024,5039,199061,0.535460406,,,,,,,
GMKN,D,20131212,0,5006,5059,4981,5053,282844,0.536948091,,,,,,,
GMKN,D,20131213,0,5051,5100,5028,5091,301319,0.540986094,,,,,,,
GMKN,D,20131216,0,5073,5148,5065,5146,344165,0.546830571,,,,,,,
GMKN,D,20131217,0,5146,5221,5127,5215,347220,0.554162734,,,,,,,
GMKN,D,20131218,0,5211,5267,5211,5255,253705,0.558413263,,,,,,,
GMKN,D,20131219,0,5302,5434,5270,5421,626301,0.576052959,,,,,,,
GMKN,D,20131220,0,5413,5439,5356,5371,338168,0.570739797,,,,,,,
GMKN,D,20131223,0,5402,5408,5331,5363,213096,0.569889692,,,,,,,
GMKN,D,20131224,0,5352,5397,5306,5376,196802,0.571271113,,,,,,,
GMKN,D,20131225,0,5383,5408,5375,5402,128620,0.574033957,,,,,,,
GMKN,D,20131226,0,5407,5407,5356,5364,129025,0.569995955,,,,,,,
GMKN,D,20131227,0,5377,5407,5358,5406,108838,0.57445901,,,,,,,
GMKN,D,20131230,0,5399,5419,5380,5399,117112,0.573715168,,,,,,,
GMKN,D,20140106,0,5351,5359,5237,5280,208691,0.561069844,,,,,,,
GMKN,D,20140108,0,5278,5283,5144,5150,190700,0.547255624,,,,,,,
GMKN,D,20140109,0,5149,5166,5135,5140,213836,0.546192992,,,,,,,
GMKN,D,20140110,0,5133,5219,5123,5215,250629,0.554162734,,,,,,,
GMKN,D,20140113,0,5231,5473,5224,5469,667268,0.581153594,,,,,,,
GMKN,D,20140114,0,5417,5438,5362,5391,416070,0.572865062,,,,,,,
GMKN,D,20140115,0,5410,5445,5382,5438,321851,0.577859434,,,,,,,
GMKN,D,20140116,0,5447,5494,5415,5470,320062,0.581259857,,,,,,,
GMKN,D,20140117,0,5475,5560,5441,5528,401407,0.587423124,,,,,,,
GMKN,D,20140120,0,5504,5560,5497,5543,193099,0.589017073,,,,,,,
GMKN,D,20140121,0,5562,5610,5552,5596,278476,0.594649024,,,,,,,
GMKN,D,20140122,0,5601,5606,5525,5547,358734,0.589442125,,,,,,,
GMKN,D,20140123,0,5538,5566,5467,5520,349275,0.586573018,,,,,,,
GMKN,D,20140124,0,5484,5536,5470,5505,404463,0.58497907,,,,,,,
GMKN,D,20140127,0,5469,5508,5435,5459,335722,0.580090961,,,,,,,
GMKN,D,20140128,0,5461,5500,5340,5341,412099,0.567551901,,,,,,,
GMKN,D,20140129,0,5379,5449,5312,5332,464700,0.566595531,,,,,,,
GMKN,D,20140130,0,5335,5395,5275,5371,538977,0.570739797,,,,,,,
GMKN,D,20140131,0,5374,5498,5358,5378,639078,0.57148364,,,,,,,
GMKN,D,20140203,0,5407,5423,5305,5320,282018,0.565320373,,,,,,,
GMKN,D,20140204,0,5285,5358,5233,5330,452400,0.566383005,,,,,,,
GMKN,D,20140205,0,5338,5443,5330,5439,350347,0.577965697,,,,,,,
GMKN,D,20140206,0,5454,5519,5410,5514,380912,0.585935439,,,,,,,
GMKN,D,20140207,0,5534,5607,5513,5603,446934,0.595392866,,,,,,,
GMKN,D,20140210,0,5600,5664,5561,5579,276977,0.592842549,,,,,,,
GMKN,D,20140211,0,5585,5595,5536,5561,352707,0.590929811,,,,,,,
GMKN,D,20140212,0,5583,5618,5580,5593,181939,0.594330234,,,,,,,
GMKN,D,20140213,0,5579,5619,5556,5578,272825,0.592736286,,,,,,,
GMKN,D,20140214,0,5599,5694,5590,5694,361518,0.60506282,,,,,,,
GMKN,D,20140217,0,5703,5785,5701,5760,267052,0.612076193,,,,,,,
GMKN,D,20140218,0,5780,5837,5760,5814,341533,0.617814407,,,,,,,
GMKN,D,20140219,0,5800,5837,5786,5835,456864,0.620045935,,,,,,,
GMKN,D,20140220,0,5808,5850,5750,5832,438808,0.619727145,,,,,,,
GMKN,D,20140221,0,5853,5906,5844,5899,324967,0.626846782,,,,,,,
GMKN,D,20140224,0,5895,5962,5866,5946,305815,0.631841153,,,,,,,
GMKN,D,20140225,0,5956,5972,5877,5910,369930,0.628015677,,,,,,,
GMKN,D,20140226,0,5910,5927,5803,5865,428829,0.623233832,,,,,,,
GMKN,D,20140227,0,5843,5897,5830,5870,542482,0.623765148,,,,,,,
GMKN,D,20140228,0,5890,5997,5851,5980,507957,0.635454103,,,,,,,
GMKN,D,20140303,0,5850,5887,5566,5699,1523017,0.605594136,,,,,,,
GMKN,D,20140304,0,5630,5947,5623,5936,663779,0.630778521,,,,,,,
GMKN,D,20140305,0,5934,6027,5815,5990,482390,0.636516735,,,,,,,
GMKN,D,20140306,0,6006,6197,5986,6186,855324,0.657344328,,,,,,,
GMKN,D,20140307,0,6170,6395,6161,6267,622741,0.66595165,,,,,,,
GMKN,D,20140311,0,6225,6251,6126,6192,522564,0.657981908,,,,,,,
GMKN,D,20140312,0,6142,6150,5898,5909,644500,0.627909414,,,,,,,
GMKN,D,20140313,0,5946,6000,5809,5810,652338,0.617389354,,,,,,,
GMKN,D,20140314,0,5747,5768,5575,5768,682722,0.612926299,,,,,,,
GMKN,D,20140317,0,5850,5911,5717,5892,654504,0.626102939,,,,,,,
GMKN,D,20140318,0,5928,6135,5824,6115,471387,0.649799639,,,,,,,
GMKN,D,20140319,0,6138,6200,5985,6016,490074,0.639279579,,,,,,,
GMKN,D,20140320,0,5983,5983,5831,5841,375189,0.620683514,,,,,,,
GMKN,D,20140321,0,5730,5920,5668,5892,573860,0.626102939,,,,,,,
GMKN,D,20140324,0,5898,6021,5890,5896,285884,0.626527992,,,,,,,
GMKN,D,20140325,0,5935,6072,5849,6015,328856,0.639173316,,,,,,,
GMKN,D,20140326,0,6028,6067,5840,5851,417701,0.621746147,,,,,,,
GMKN,D,20140327,0,5825,5888,5756,5875,282390,0.624296464,,,,,,,
GMKN,D,20140328,0,5883,5968,5801,5816,381388,0.618026934,,,,,,,
GMKN,D,20140331,0,5806,5900,5800,5865,264515,0.623233832,,,,,,,
GMKN,D,20140401,0,5901,6005,5874,5963,318190,0.633647628,,,,,,,
GMKN,D,20140402,0,5979,6090,5940,6090,369768,0.647143058,,,,,,,
GMKN,D,20140403,0,6095,6135,6004,6051,236934,0.642998792,,,,,,,
GMKN,D,20140404,0,6075,6150,6028,6135,217910,0.651924904,,,,,,,
GMKN,D,20140407,0,6075,6145,6022,6118,409122,0.650118429,,,,,,,
GMKN,D,20140408,0,6115,6265,6060,6240,408926,0.663082542,,,,,,,
GMKN,D,20140409,0,6244,6377,6209,6209,443295,0.659788382,,,,,,,
GMKN,D,20140410,0,6295,6379,6229,6376,337330,0.677534341,,,,,,,
GMKN,D,20140411,0,6305,6507,6293,6471,339544,0.687629348,,,,,,,
GMKN,D,20140414,0,6478,6560,6420,6499,283603,0.690604718,,,,,,,
GMKN,D,20140415,0,6470,6494,6401,6415,311449,0.681678607,,,,,,,
GMKN,D,20140416,0,6428,6476,6342,6448,241923,0.685185294,,,,,,,
GMKN,D,20140417,0,6454,6496,6406,6440,134841,0.684335188,,,,,,,
GMKN,D,20140418,0,6490,6520,6433,6440,135705,0.684335188,,,,,,,
GMKN,D,20140421,0,6445,6455,6355,6393,117014,0.679340816,,,,,,,
GMKN,D,20140422,0,6396,6434,6364,6424,255056,0.682634976,,,,,,,
GMKN,D,20140423,0,6410,6443,6363,6428,200803,0.683060029,,,,,,,
GMKN,D,20140424,0,6440,6464,6380,6420,228369,0.682209923,,,,,,,
GMKN,D,20140425,0,6416,6514,6382,6491,380692,0.689754613,,,,,,,
GMKN,D,20140428,0,6465,6542,6437,6460,220436,0.686460453,,,,,,,
GMKN,D,20140429,0,6479,6497,6418,6425,269700,0.68274124,,,,,,,
GMKN,D,20140430,0,6425,6444,6402,6405,112706,0.680615975,,,,,,,
GMKN,D,20140502,0,6390,6411,6335,6409,103456,0.681041028,,,,,,,
GMKN,D,20140505,0,6409,6439,6351,6390,88741,0.679022027,,,,,,,
GMKN,D,20140506,0,6390,6445,6372,6415,215366,0.681678607,,,,,,,
GMKN,D,20140507,0,6413,6804,6384,6682,503166,0.710050889,,,,,,,
GMKN,D,20140508,0,6715,6943,6683,6784,398172,0.720889738,,,,,,,
GMKN,D,20140512,0,6820,6878,6640,6750,430126,0.717276789,,,,,,,
GMKN,D,20140513,0,6774,6800,6711,6757,210155,0.718020631,,,,,,,
GMKN,D,20140514,0,6757,6757,6650,6689,173369,0.710794732,,,,,,,
GMKN,D,20140515,0,6655,6665,6592,6617,209925,0.703143779,,,,,,,
GMKN,D,20140516,0,6580,6643,6506,6625,266665,0.703993885,,,,,,,
GMKN,D,20140519,0,6625,6700,6623,6643,215837,0.705906623,,,,,,,
GMKN,D,20140520,0,6660,6695,6608,6675,190435,0.709307047,,,,,,,
GMKN,D,20140521,0,6660,6695,6556,6573,202274,0.698468197,,,,,,,
GMKN,D,20140522,0,6583,6600,6528,6555,157246,0.696555459,,,,,,,
GMKN,D,20140523,0,6555,6578,6472,6494,130148,0.690073402,,,,,,,
GMKN,D,20140526,0,6496,6539,6474,6512,92496,0.69198614,,,,,,,
GMKN,D,20140527,0,6516,6575,6451,6534,289806,0.694323931,,,,,,,
GMKN,D,20140528,0,6549,6606,6546,6580,200396,0.69921204,,,,,,,
GMKN,D,20140529,0,6579,6640,6576,6619,155645,0.703356306,,,,,,,
GMKN,D,20140530,0,6625,6730,6611,6656,189154,0.707288045,,,,,,,
GMKN,D,20140602,0,6699,6847,6681,6798,352132,0.722377424,,,,,,,
GMKN,D,20140603,0,6790,6870,6761,6870,170672,0.730028376,,,,,,,
GMKN,D,20140604,0,6850,6940,6846,6898,187209,0.733003746,,,,,,,
GMKN,D,20140605,0,6898,6940,6872,6882,219345,0.731303535,,,,,,,
GMKN,D,20140606,0,6894,6975,6868,6975,169439,0.741186015,,,,,,,
GMKN,D,20140609,0,6980,7076,6971,7029,212804,0.746924229,,,,,,,
GMKN,D,20140610,0,7026,7038,6900,6900,207354,0.733216273,,,,,,,
GMKN,D,20140611,0,6894,6940,6861,6940,207696,0.737466802,,,,,,,
GMKN,D,20140616,0,6691,6699,6548,6649,518008,0.706544203,,,,,,,
GMKN,D,20140617,0,6642,6682,6550,6622,219240,0.703675096,,,,,,,
GMKN,D,20140618,0,6612,6801,6586,6780,276567,0.720464686,,,,,,,
GMKN,D,20140619,0,6848,6895,6797,6839,187878,0.726734216,,,,,,,
GMKN,D,20140620,0,6840,6924,6805,6865,247329,0.72949706,,,,,,,
GMKN,D,20140623,0,6889,6940,6821,6899,195500,0.73311001,,,,,,,
GMKN,D,20140624,0,6900,6925,6848,6895,191498,0.732684957,,,,,,,
GMKN,D,20140625,0,6867,6906,6763,6766,191528,0.718977,,,,,,,
GMKN,D,20140626,0,6784,6819,6678,6720,228818,0.714088892,,,,,,,
GMKN,D,20140627,0,6720,6740,6655,6715,120364,0.713557576,,,,,,,
GMKN,D,20140630,0,6719,6758,6660,6719,163971,0.713982629,,,,,,,
GMKN,D,20140701,0,6722,6799,6669,6798,132264,0.722377424,,,,,,,
