<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<CLAVRG>,,,,,,,
GMKN,D,20140702,0,6795,6920,6795,6920,204691,0.735341537,,,,,,,
GMKN,D,20140703,0,6948,7020,6908,7005,231213,0.744373912,,,,,,,
GMKN,D,20140704,0,7000,7032,6941,6971,148257,0.740760962,,,,,,,
GMKN,D,20140707,0,6970,7149,6948,7149,184758,0.759675817,,,,,,,
GMKN,D,20140708,0,7112,7319,7112,7280,381075,0.7735963,,,,,,,
GMKN,D,20140709,0,7256,7325,7215,7316,167243,0.777421776,,,,,,,
GMKN,D,20140710,0,7320,7402,7184,7210,317529,0.766157874,,,,,,,
GMKN,D,20140711,0,7221,7275,7162,7260,158712,0.771471035,,,,,,,
GMKN,D,20140714,0,7270,7305,7232,7263,124988,0.771789825,,,,,,,
GMKN,D,20140715,0,7274,7319,7220,7300,204729,0.775721564,,,,,,,
GMKN,D,20140716,0,7290,7390,7142,7160,274229,0.760844712,,,,,,,
GMKN,D,20140717,0,7022,7148,6977,7135,338791,0.758188131,,,,,,,
GMKN,D,20140718,0,7062,7132,6968,7010,280267,0.744905228,,,,,,,
GMKN,D,20140721,0,7010,7010,6818,6819,254635,0.724608951,,,,,,,
GMKN,D,20140722,0,6860,7029,6850,7009,220499,0.744798965,,,,,,,
GMKN,D,20140723,0,6998,7193,6994,7145,205613,0.759250764,,,,,,,
GMKN,D,20140724,0,7140,7220,7092,7219,130776,0.767114243,,,,,,,
GMKN,D,20140725,0,7190,7200,6980,7039,275482,0.747986862,,,,,,,
GMKN,D,20140728,0,6995,7038,6901,6981,194049,0.741823594,,,,,,,
GMKN,D,20140729,0,7001,7116,6990,7030,185902,0.747030493,,,,,,,
GMKN,D,20140730,0,6998,7200,6991,7083,207137,0.752662444,,,,,,,
GMKN,D,20140731,0,7091,7180,7017,7060,163860,0.750218389,,,,,,,
GMKN,D,20140801,0,7020,7072,6876,6953,202134,0.738848224,,,,,,,
GMKN,D,20140804,0,6965,7029,6910,7000,178269,0.743842596,,,,,,,
GMKN,D,20140805,0,7028,7067,6851,6856,217760,0.728540691,,,,,,,
GMKN,D,20140806,0,6840,6937,6709,6733,273179,0.715470314,,,,,,,
GMKN,D,20140807,0,6690,6858,6631,6800,219877,0.72258995,,,,,,,
GMKN,D,20140808,0,6790,6950,6750,6883,188926,0.731409798,,,,,,,
GMKN,D,20140811,0,6940,7028,6940,6995,155911,0.74331128,,,,,,,
GMKN,D,20140812,0,6995,7010,6898,6917,140843,0.735022748,,,,,,,
GMKN,D,20140813,0,6917,7014,6889,6980,236501,0.741717331,,,,,,,
GMKN,D,20140814,0,7008,7044,6933,6961,182044,0.73969833,,,,,,,
GMKN,D,20140815,0,6967,7076,6932,7025,149895,0.746499176,,,,,,,
GMKN,D,20140818,0,7033,7065,6996,7065,92107,0.750749706,,,,,,,
GMKN,D,20140819,0,7071,7313,7070,7300,235022,0.775721564,,,,,,,
GMKN,D,20140820,0,7306,7447,7279,7447,225946,0.791342259,,,,,,,
GMKN,D,20140821,0,7449,7535,7382,7445,248754,0.791129732,,,,,,,
GMKN,D,20140822,0,7429,7438,7287,7300,174771,0.775721564,,,,,,,
GMKN,D,20140825,0,7290,7384,7290,7342,69681,0.78018462,,,,,,,
GMKN,D,20140826,0,7343,7376,7225,7252,147641,0.770620929,,,,,,,
GMKN,D,20140827,0,7279,7320,7243,7300,114497,0.775721564,,,,,,,
GMKN,D,20140828,0,7289,7289,7153,7280,225249,0.7735963,,,,,,,
GMKN,D,20140829,0,7267,7350,7230,7230,221570,0.768283138,,,,,,,
GMKN,D,20140901,0,7281,7357,7213,7240,192838,0.76934577,,,,,,,
GMKN,D,20140902,0,7251,7300,7155,7177,150018,0.762651187,,,,,,,
GMKN,D,20140903,0,7185,7365,7086,7331,392627,0.779015724,,,,,,,
GMKN,D,20140904,0,7319,7400,7280,7309,216570,0.776677933,,,,,,,
GMKN,D,20140905,0,7305,7535,7215,7521,432945,0.799205737,,,,,,,
GMKN,D,20140908,0,7472,7580,7472,7510,231935,0.798036842,,,,,,,
GMKN,D,20140909,0,7493,7533,7384,7393,165526,0.785604044,,,,,,,
GMKN,D,20140910,0,7373,7453,7344,7380,174606,0.784222622,,,,,,,
GMKN,D,20140911,0,7404,7449,7330,7334,179958,0.779334514,,,,,,,
GMKN,D,20140912,0,7348,7495,7310,7400,173626,0.786347887,,,,,,,
GMKN,D,20140915,0,7409,7465,7330,7460,270095,0.792723681,,,,,,,
GMKN,D,20140916,0,7451,7670,7440,7625,294750,0.810257113,,,,,,,
GMKN,D,20140917,0,7600,7706,7531,7647,276262,0.812594904,,,,,,,
GMKN,D,20140918,0,7630,7694,7588,7647,140719,0.812594904,,,,,,,
GMKN,D,20140919,0,7637,7646,7404,7485,270460,0.795380261,,,,,,,
GMKN,D,20140922,0,7446,7450,7150,7160,384942,0.760844712,,,,,,,
GMKN,D,20140923,0,7166,7298,7166,7279,177268,0.773490036,,,,,,,
GMKN,D,20140924,0,7298,7395,7283,7325,145476,0.778378145,,,,,,,
GMKN,D,20140925,0,7354,7469,7351,7425,242720,0.789004468,,,,,,,
GMKN,D,20140926,0,7408,7530,7396,7498,191910,0.796761683,,,,,,,
GMKN,D,20140929,0,7499,7539,7320,7320,212608,0.777846829,,,,,,,
GMKN,D,20140930,0,7358,7428,7239,7320,276418,0.777846829,,,,,,,
GMKN,D,20141001,0,7304,7419,7258,7260,265970,0.771471035,,,,,,,
GMKN,D,20141002,0,7246,7290,6950,6996,460424,0.743417543,,,,,,,
GMKN,D,20141003,0,7069,7099,6893,6937,211331,0.737148012,,,,,,,
GMKN,D,20141006,0,6986,7097,6975,7048,236314,0.748943231,,,,,,,
GMKN,D,20141007,0,7032,7090,6914,7015,312608,0.745436544,,,,,,,
GMKN,D,20141008,0,6966,6977,6811,6811,304715,0.723758846,,,,,,,
GMKN,D,20141009,0,6895,6989,6857,6911,319935,0.734385168,,,,,,,
GMKN,D,20141010,0,6849,6928,6780,6800,254656,0.72258995,,,,,,,
GMKN,D,20141013,0,6797,7083,6766,6947,278189,0.738210645,,,,,,,
GMKN,D,20141014,0,6947,7084,6947,6956,266845,0.739167014,,,,,,,
GMKN,D,20141015,0,6978,7080,6866,7030,248448,0.747030493,,,,,,,
GMKN,D,20141016,0,7039,7126,6957,6990,375818,0.742779963,,,,,,,
GMKN,D,20141017,0,7036,7166,7023,7115,261056,0.756062867,,,,,,,
GMKN,D,20141020,0,7136,7188,7084,7165,229042,0.761376028,,,,,,,
GMKN,D,20141021,0,7128,7550,7090,7501,661079,0.797080473,,,,,,,
GMKN,D,20141022,0,7537,7675,7511,7630,594370,0.810788429,,,,,,,
GMKN,D,20141023,0,7615,7886,7598,7760,596802,0.824602649,,,,,,,
GMKN,D,20141024,0,7750,7805,7655,7740,261554,0.822477384,,,,,,,
GMKN,D,20141027,0,7803,7890,7505,7590,409127,0.8065379,,,,,,,
GMKN,D,20141028,0,7600,7749,7510,7580,307928,0.805475268,,,,,,,
GMKN,D,20141029,0,7627,7806,7611,7760,392044,0.824602649,,,,,,,
GMKN,D,20141030,0,7740,7840,7600,7689,400507,0.81705796,,,,,,,
GMKN,D,20141031,0,7740,8033,7695,8033,531815,0.85361251,,,,,,,
GMKN,D,20141103,0,8007,8138,7978,7996,169311,0.849680771,,,,,,,
GMKN,D,20141105,0,7919,7997,7876,7954,238290,0.845217715,,,,,,,
GMKN,D,20141106,0,7985,8187,7980,8041,304376,0.854462616,,,,,,,
GMKN,D,20141107,0,8061,8217,7920,8000,523229,0.850105824,,,,,,,
GMKN,D,20141110,0,8048,8090,7912,8048,280104,0.855206459,,,,,,,
GMKN,D,20141111,0,8048,8127,8020,8084,214491,0.859031935,,,,,,,
GMKN,D,20141112,0,8090,8140,8023,8103,164666,0.861050936,,,,,,,
GMKN,D,20141113,0,8110,8163,8025,8030,230461,0.85329372,,,,,,,
GMKN,D,20141114,0,8022,8155,7982,8152,197261,0.866257834,,,,,,,
GMKN,D,20141117,0,8131,8300,8111,8280,225282,0.879859527,,,,,,,
GMKN,D,20141118,0,8293,8413,8216,8395,297174,0.892079799,,,,,,,
GMKN,D,20141119,0,8390,8493,8360,8483,168833,0.901430963,,,,,,,
GMKN,D,20141120,0,8476,8625,8416,8510,195029,0.90430007,,,,,,,
GMKN,D,20141121,0,8521,8570,8266,8422,282441,0.894948906,,,,,,,
GMKN,D,20141124,0,8429,8456,8306,8430,190022,0.895799012,,,,,,,
GMKN,D,20141125,0,8413,8562,8365,8502,178656,0.903449964,,,,,,,
GMKN,D,20141126,0,8498,8575,8484,8561,243766,0.909719495,,,,,,,
GMKN,D,20141127,0,8549,8695,8500,8605,279649,0.914395077,,,,,,,
GMKN,D,20141128,0,8598,8873,8588,8820,351679,0.937241671,,,,,,,
GMKN,D,20141201,0,8853,9702,8832,9640,815823,1.024377518,,,,,,,
GMKN,D,20141202,0,9645,9975,9580,9814,568429,1.042867319,,,,,,,
GMKN,D,20141203,0,9855,10027,9710,9900,399268,1.052005957,,,,,,,
GMKN,D,20141204,0,9902,10035,9815,9835,390477,1.045098847,,,,,,,
GMKN,D,20141205,0,9849,9985,9777,9851,251020,1.046799059,,,,,,,
GMKN,D,20141208,0,9880,9939,9512,9596,322925,1.019701935,,,,,,,
GMKN,D,20141209,0,9589,9690,9450,9463,255198,1.005568926,,,,,,,
GMKN,D,20141210,0,9498,9759,9489,9528,248427,1.012476036,,,,,,,
GMKN,D,20141211,0,9511,9631,9329,9368,294357,0.995473919,,,,,,,
GMKN,D,20141212,0,9387,9650,9255,9470,332681,1.006312769,,,,,,,
GMKN,D,20141215,0,9490,9766,9353,9575,646952,1.017470408,,,,,,,
GMKN,D,20141216,0,9501,11319,8900,10805,788361,1.148174178,,,,,,,
GMKN,D,20141217,0,10888,11295,9201,9216,618516,0.979321909,,,,,,,
GMKN,D,20141218,0,9287,9736,8911,9193,435550,0.976877855,,,,,,,
GMKN,D,20141219,0,8750,9220,8600,8860,294182,0.9414922,,,,,,,
GMKN,D,20141222,0,8901,9100,8610,8799,265165,0.935010143,,,,,,,
GMKN,D,20141223,0,8735,8787,7993,8049,289099,0.855312722,,,,,,,
GMKN,D,20141224,0,8010,8275,7962,8168,143859,0.867958046,,,,,,,
GMKN,D,20141225,0,8100,8175,7989,8005,63119,0.85063714,,,,,,,
GMKN,D,20141226,0,8037,8095,7989,7990,86545,0.849043191,,,,,,,
GMKN,D,20141229,0,7980,8600,7975,8360,217635,0.888360586,,,,,,,
GMKN,D,20141230,0,8410,8553,8011,8080,155229,0.858606882,,,,,,,
GMKN,D,20150105,0,8141,8590,8050,8590,132105,0.912801128,,,,,,,
GMKN,D,20150106,0,8550,9270,8550,9101,267724,0.967101638,,,,,,,
GMKN,D,20150108,0,9200,9565,9151,9550,233595,1.014813827,,,,,,,
GMKN,D,20150109,0,9606,9798,9505,9740,166429,1.03500384,,,,,,,
GMKN,D,20150112,0,9780,9927,9651,9839,124463,1.0455239,,,,,,,
GMKN,D,20150113,0,9860,10177,9755,10025,188278,1.06528886,,,,,,,
GMKN,D,20150114,0,10018,10125,9482,9600,369792,1.020126988,,,,,,,
GMKN,D,20150115,0,9639,9777,9220,9290,267981,0.987185388,,,,,,,
GMKN,D,20150116,0,9275,9620,9177,9561,171724,1.015982722,,,,,,,
GMKN,D,20150119,0,9571,9700,9415,9417,200549,1.000680818,,,,,,,
GMKN,D,20150120,0,9420,9640,9301,9470,235151,1.006312769,,,,,,,
GMKN,D,20150121,0,9510,9717,9456,9675,157369,1.02809673,,,,,,,
GMKN,D,20150122,0,9709,10450,9685,10386,398176,1.103649886,,,,,,,
GMKN,D,20150123,0,10470,10648,10261,10400,265222,1.105137571,,,,,,,
GMKN,D,20150126,0,10301,10755,10147,10755,246019,1.142861017,,,,,,,
GMKN,D,20150127,0,10652,11400,10651,11179,368675,1.187916625,,,,,,,
GMKN,D,20150128,0,11189,11642,11187,11534,283472,1.225640071,,,,,,,
GMKN,D,20150129,0,11600,11780,11319,11450,252803,1.21671396,,,,,,,
GMKN,D,20150130,0,11498,11700,11372,11610,245235,1.233716077,,,,,,,
GMKN,D,20150202,0,11666,11680,11252,11280,161785,1.198649211,,,,,,,
GMKN,D,20150203,0,11299,11432,10977,10990,150297,1.167832875,,,,,,,
GMKN,D,20150204,0,10990,11079,10700,10750,144593,1.142329701,,,,,,,
GMKN,D,20150205,0,10852,11215,10796,11100,330216,1.17952183,,,,,,,
GMKN,D,20150206,0,11150,11458,11061,11394,262473,1.210763219,,,,,,,
GMKN,D,20150209,0,11410,12000,11271,11352,295161,1.206300164,,,,,,,
GMKN,D,20150210,0,11300,11639,11201,11345,184626,1.205556321,,,,,,,
GMKN,D,20150211,0,11499,11778,11380,11697,207929,1.242960977,,,,,,,
GMKN,D,20150212,0,11738,12134,11421,12037,396243,1.279090475,,,,,,,
GMKN,D,20150213,0,12115,12247,11960,12106,239330,1.286422638,,,,,,,
GMKN,D,20150216,0,12100,12168,11677,11900,142154,1.264532413,,,,,,,
GMKN,D,20150217,0,11900,12121,11350,11375,229074,1.208744218,,,,,,,
GMKN,D,20150218,0,11492,11600,11072,11140,223226,1.183772359,,,,,,,
GMKN,D,20150219,0,11151,11360,10890,11355,209777,1.206618953,,,,,,,
GMKN,D,20150220,0,11438,11479,11152,11330,119467,1.203962373,,,,,,,
GMKN,D,20150224,0,11147,11447,11137,11348,110241,1.205875111,,,,,,,
GMKN,D,20150225,0,11350,11417,10906,11061,154277,1.175377564,,,,,,,
GMKN,D,20150226,0,11100,11170,10755,11093,176340,1.178777988,,,,,,,
GMKN,D,20150227,0,11022,11274,10895,11182,149390,1.188235415,,,,,,,
GMKN,D,20150302,0,11218,11340,11130,11269,119017,1.197480316,,,,,,,
GMKN,D,20150303,0,11231,11632,11081,11480,205219,1.219901857,,,,,,,
GMKN,D,20150304,0,11500,11503,11050,11140,141734,1.183772359,,,,,,,
GMKN,D,20150305,0,11140,11279,10880,11180,219178,1.188022889,,,,,,,
GMKN,D,20150306,0,11169,11238,10853,10990,128928,1.167832875,,,,,,,
GMKN,D,20150310,0,10880,10927,10333,10425,223501,1.107794151,,,,,,,
GMKN,D,20150311,0,10400,10750,10382,10588,174993,1.125115058,,,,,,,
GMKN,D,20150312,0,10600,10918,10410,10730,212715,1.140204436,,,,,,,
GMKN,D,20150313,0,10713,10726,10280,10380,224604,1.103012306,,,,,,,
GMKN,D,20150316,0,10399,10455,10230,10298,173664,1.094298721,,,,,,,
GMKN,D,20150317,0,10353,10711,10293,10595,200674,1.1258589,,,,,,,
GMKN,D,20150318,0,10600,10799,10563,10692,147885,1.136166433,,,,,,,
GMKN,D,20150319,0,10755,10870,10410,10410,284790,1.106200203,,,,,,,
GMKN,D,20150320,0,10410,10617,10307,10501,166182,1.115870157,,,,,,,
GMKN,D,20150323,0,10550,10637,10360,10420,138614,1.107262835,,,,,,,
GMKN,D,20150324,0,10403,10500,10276,10330,144493,1.097699145,,,,,,,
GMKN,D,20150325,0,10346,10530,10294,10500,143884,1.115763894,,,,,,,
GMKN,D,20150326,0,10520,10560,10300,10310,151621,1.09557388,,,,,,,
GMKN,D,20150327,0,10338,10339,9760,9905,232802,1.052537273,,,,,,,
GMKN,D,20150330,0,9977,10549,9953,10530,276439,1.11895179,,,,,,,
GMKN,D,20150331,0,10540,10789,10300,10399,361021,1.105031308,,,,,,,
GMKN,D,20150401,0,10370,10694,10223,10539,234585,1.119908159,,,,,,,
GMKN,D,20150402,0,10497,10500,10081,10090,364789,1.07219597,,,,,,,
GMKN,D,20150403,0,10142,10297,10102,10237,136562,1.087816665,,,,,,,
GMKN,D,20150406,0,10245,10385,10151,10200,147906,1.083884925,,,,,,,
GMKN,D,20150407,0,10222,10242,10035,10125,182223,1.075915183,,,,,,,
GMKN,D,20150408,0,10090,10100,9876,9986,190388,1.061144594,,,,,,,
GMKN,D,20150409,0,9941,9941,9510,9740,462802,1.03500384,,,,,,,
GMKN,D,20150410,0,9699,9977,9525,9936,442911,1.055831433,,,,,,,
GMKN,D,20150413,0,9987,10097,9802,9839,370939,1.0455239,,,,,,,
GMKN,D,20150414,0,9817,9818,9352,9520,396688,1.01162593,,,,,,,
GMKN,D,20150415,0,9480,9712,9275,9632,509007,1.023527412,,,,,,,
GMKN,D,20150416,0,9701,9733,9330,9480,393236,1.007375401,,,,,,,
GMKN,D,20150417,0,9449,9590,9377,9460,353729,1.005250136,,,,,,,
GMKN,D,20150420,0,9510,9714,9445,9590,276086,1.019064356,,,,,,,
GMKN,D,20150421,0,9614,9760,9601,9700,241345,1.030753311,,,,,,,
GMKN,D,20150422,0,9716,9887,9519,9600,369031,1.020126988,,,,,,,
GMKN,D,20150423,0,9600,9610,9322,9530,399903,1.012688562,,,,,,,
GMKN,D,20150424,0,9530,9764,9422,9719,271005,1.032772313,,,,,,,
GMKN,D,20150427,0,9730,9843,9665,9665,243674,1.027034098,,,,,,,
GMKN,D,20150428,0,9665,9739,9624,9673,178639,1.027884204,,,,,,,
GMKN,D,20150429,0,9673,9742,9551,9552,104438,1.015026353,,,,,,,
GMKN,D,20150430,0,9556,9733,9530,9640,160695,1.024377518,,,,,,,
GMKN,D,20150505,0,9845,10233,9811,10170,501223,1.080697028,,,,,,,
GMKN,D,20150506,0,10219,10533,10124,10500,376783,1.115763894,,,,,,,
GMKN,D,20150507,0,10499,10500,10156,10201,232577,1.083991188,,,,,,,
GMKN,D,20150508,0,10219,10620,10212,10540,212937,1.120014423,,,,,,,
GMKN,D,20150512,0,10660,10790,10510,10680,279387,1.134891275,,,,,,,
GMKN,D,20150513,0,10690,10750,10406,10435,211275,1.108856784,,,,,,,
GMKN,D,20150514,0,10454,10530,10245,10245,211571,1.08866677,,,,,,,
GMKN,D,20150515,0,10265,10336,10166,10288,154556,1.093236089,,,,,,,
GMKN,D,20150518,0,10290,10340,10141,10248,136658,1.08898556,,,,,,,
GMKN,D,20150519,0,10224,10300,9961,10039,195041,1.066776545,,,,,,,
GMKN,D,20150520,0,10040,10250,9845,10180,221306,1.081759661,,,,,,,
GMKN,D,20150521,0,10189,10270,10106,10210,377881,1.084947557,,,,,,,
GMKN,D,20150522,0,9690,9820,9455,9534,344467,1.013113615,,,,,,,
GMKN,D,20150525,0,9534,9576,9325,9515,114162,1.011094614,,,,,,,
GMKN,D,20150526,0,9519,9646,9250,9250,243339,0.982934859,,,,,,,
GMKN,D,20150527,0,9288,9436,9090,9380,242582,0.996749078,,,,,,,
GMKN,D,20150528,0,9402,9529,9329,9397,139310,0.998555553,,,,,,,
GMKN,D,20150529,0,9412,9575,9005,9005,228906,0.956900368,,,,,,,
GMKN,D,20150601,0,9078,9437,9062,9303,194532,0.98856681,,,,,,,
GMKN,D,20150602,0,9390,9640,9351,9619,258854,1.02214599,,,,,,,
GMKN,D,20150603,0,9653,9787,9580,9704,338605,1.031178364,,,,,,,
GMKN,D,20150604,0,9735,9840,9600,9742,253625,1.035216367,,,,,,,
GMKN,D,20150605,0,9780,9998,9736,9986,324196,1.061144594,,,,,,,
GMKN,D,20150608,0,10000,10098,9930,9954,172902,1.057744171,,,,,,,
GMKN,D,20150609,0,9960,10024,9699,9701,213709,1.030859574,,,,,,,
GMKN,D,20150610,0,9700,9701,9556,9595,154734,1.019595672,,,,,,,
GMKN,D,20150611,0,9590,9704,9550,9655,148893,1.025971466,,,,,,,
GMKN,D,20150615,0,9580,9767,9580,9758,159942,1.036916578,,,,,,,
GMKN,D,20150616,0,9749,9820,9667,9695,112687,1.030221995,,,,,,,
GMKN,D,20150617,0,9703,9750,9613,9680,117258,1.028628047,,,,,,,
GMKN,D,20150618,0,9698,9700,9514,9579,134362,1.017895461,,,,,,,
GMKN,D,20150619,0,9578,9699,9550,9685,125876,1.029159363,,,,,,,
GMKN,D,20150622,0,9673,9750,9623,9670,126697,1.027565414,,,,,,,
GMKN,D,20150623,0,9670,9681,9461,9503,198424,1.009819455,,,,,,,
GMKN,D,20150624,0,9535,9567,9326,9450,204448,1.004187504,,,,,,,
GMKN,D,20150625,0,9433,9495,9358,9400,113253,0.998874343,,,,,,,
GMKN,D,20150626,0,9404,9634,9394,9575,135843,1.017470408,,,,,,,
GMKN,D,20150629,0,9497,9620,9452,9540,80793,1.013751195,,,,,,,
GMKN,D,20150630,0,9557,9580,9368,9500,180393,1.009500666,,,,,,,
GMKN,D,20150701,0,9472,9497,9200,9215,331005,0.979215646,,,,,,,
GMKN,D,20150702,0,9226,9349,9220,9250,179302,0.982934859,,,,,,,
GMKN,D,20150703,0,9270,9314,9260,9263,71080,0.984316281,,,,,,,
GMKN,D,20150706,0,9242,9299,9127,9277,163548,0.985803966,,,,,,,
GMKN,D,20150707,0,9251,9414,9251,9340,229435,0.992498549,,,,,,,
GMKN,D,20150708,0,9299,9310,8977,9100,341219,0.966995374,,,,,,,
GMKN,D,20150709,0,9160,9161,9006,9101,197436,0.967101638,,,,,,,
GMKN,D,20150710,0,9151,9196,9021,9147,151184,0.971989746,,,,,,,
GMKN,D,20150713,0,9146,9392,9117,9366,244092,0.995261393,,,,,,,
GMKN,D,20150714,0,9390,9509,9375,9450,210056,1.004187504,,,,,,,
GMKN,D,20150715,0,9459,9563,9435,9488,159685,1.008225507,,,,,,,
GMKN,D,20150716,0,9522,9600,9488,9600,115057,1.020126988,,,,,,,
GMKN,D,20150717,0,9599,9680,9502,9536,134843,1.013326142,,,,,,,
GMKN,D,20150720,0,9539,9540,9340,9393,148398,0.9981305,,,,,,,
GMKN,D,20150721,0,9368,9465,9365,9428,117897,1.001849713,,,,,,,
GMKN,D,20150722,0,9402,9407,9233,9320,168514,0.990373285,,,,,,,
GMKN,D,20150723,0,9309,9316,9075,9119,233568,0.969014376,,,,,,,
GMKN,D,20150724,0,9099,9163,9021,9025,237531,0.959025632,,,,,,,
GMKN,D,20150727,0,9009,9099,8955,9022,297219,0.958706843,,,,,,,
GMKN,D,20150728,0,9049,9295,9031,9231,305699,0.980915857,,,,,,,
GMKN,D,20150729,0,9276,9375,9250,9359,270794,0.99451755,,,,,,,
GMKN,D,20150730,0,9329,9385,9238,9365,199778,0.99515513,,,,,,,
GMKN,D,20150731,0,9367,9446,9231,9427,230355,1.00174345,,,,,,,
GMKN,D,20150803,0,9417,9592,9407,9514,236652,1.010988351,,,,,,,
GMKN,D,20150804,0,9514,9895,9500,9889,384368,1.050837061,,,,,,,
GMKN,D,20150805,0,9912,10107,9762,10090,291664,1.07219597,,,,,,,
GMKN,D,20150806,0,10100,10249,10050,10125,257415,1.075915183,,,,,,,
GMKN,D,20150807,0,10160,10181,10052,10112,142577,1.074533761,,,,,,,
GMKN,D,20150810,0,10197,10240,10075,10222,163797,1.086222716,,,,,,,
GMKN,D,20150811,0,10199,10450,10140,10166,260547,1.080271975,,,,,,,
GMKN,D,20150812,0,10101,10126,9790,9850,390202,1.046692795,,,,,,,
GMKN,D,20150813,0,9891,9979,9760,9870,229992,1.04881806,,,,,,,
GMKN,D,20150814,0,9871,10114,9841,10061,268373,1.069114336,,,,,,,
GMKN,D,20150817,0,10060,10191,9929,10000,259253,1.06263228,,,,,,,
GMKN,D,20150818,0,9979,9985,9800,9810,210440,1.042442266,,,,,,,
GMKN,D,20150819,0,9840,9860,9683,9725,205413,1.033409892,,,,,,,
GMKN,D,20150820,0,9746,10047,9720,10047,321058,1.067626651,,,,,,,
GMKN,D,20150821,0,9996,10150,9930,10060,306183,1.069008073,,,,,,,
GMKN,D,20150824,0,9910,10321,9860,10215,439513,1.085478874,,,,,,,
GMKN,D,20150825,0,10215,10388,10065,10071,225122,1.070176969,,,,,,,
GMKN,D,20150826,0,10080,10350,10003,10290,199412,1.093448616,,,,,,,
GMKN,D,20150827,0,10310,10476,10300,10371,221042,1.102055937,,,,,,,
GMKN,D,20150828,0,10401,10540,10334,10430,158739,1.108325468,,,,,,,
GMKN,D,20150831,0,10450,10575,10370,10569,161455,1.123096056,,,,,,,
GMKN,D,20150901,0,10535,10550,10252,10329,209424,1.097592882,,,,,,,
GMKN,D,20150902,0,10318,10505,10250,10350,175448,1.099824409,,,,,,,
GMKN,D,20150903,0,10374,10650,10361,10600,209755,1.126390216,,,,,,,
GMKN,D,20150904,0,10565,10670,10472,10570,158329,1.12320232,,,,,,,
GMKN,D,20150907,0,10600,10730,10600,10716,108371,1.138716751,,,,,,,
GMKN,D,20150908,0,10739,10889,10683,10746,179097,1.141904648,,,,,,,
GMKN,D,20150909,0,10800,11205,10784,11099,287883,1.179415567,,,,,,,
GMKN,D,20150910,0,11042,11100,10903,10931,172912,1.161563345,,,,,,,
GMKN,D,20150911,0,10941,11050,10800,10870,190954,1.155081288,,,,,,,
GMKN,D,20150914,0,10846,11035,10846,10924,108046,1.160819502,,,,,,,
GMKN,D,20150915,0,10926,11038,10920,11009,130863,1.169851877,,,,,,,
GMKN,D,20150916,0,11039,11157,11011,11119,168395,1.181540832,,,,,,,
GMKN,D,20150917,0,11124,11212,11041,11206,101346,1.190785732,,,,,,,
GMKN,D,20150918,0,11240,11284,11012,11100,198840,1.17952183,,,,,,,
GMKN,D,20150921,0,11148,11190,11011,11080,124332,1.177396566,,,,,,,
GMKN,D,20150922,0,11100,11121,10614,10693,290874,1.136272697,,,,,,,
GMKN,D,20150923,0,10634,10653,10070,10200,491581,1.083884925,,,,,,,
GMKN,D,20150924,0,9938,9984,9601,9662,543957,1.026715309,,,,,,,
GMKN,D,20150925,0,9719,9815,9515,9565,274024,1.016407775,,,,,,,
GMKN,D,20150928,0,9589,9669,9340,9382,260850,0.996961605,,,,,,,
GMKN,D,20150929,0,9299,9494,9214,9325,245483,0.990904601,,,,,,,
GMKN,D,20150930,0,9370,9500,9300,9500,247832,1.009500666,,,,,,,
GMKN,D,20151001,0,9500,9544,9325,9394,236442,0.998236763,,,,,,,
GMKN,D,20151002,0,9390,9475,9301,9470,162158,1.006312769,,,,,,,
GMKN,D,20151005,0,9529,9603,9390,9450,275963,1.004187504,,,,,,,
GMKN,D,20151006,0,9471,9530,9241,9346,340366,0.993136128,,,,,,,
GMKN,D,20151007,0,9338,9348,9046,9210,551878,0.978684329,,,,,,,
GMKN,D,20151008,0,9220,9226,9025,9149,384635,0.972202273,,,,,,,
GMKN,D,20151009,0,9160,9625,9101,9560,602804,1.015876459,,,,,,,
GMKN,D,20151012,0,9600,9760,9500,9620,364320,1.022252253,,,,,,,
GMKN,D,20151013,0,9603,9715,9503,9715,230546,1.03234726,,,,,,,
GMKN,D,20151014,0,9693,9920,9655,9700,406413,1.030753311,,,,,,,
GMKN,D,20151015,0,9744,9889,9686,9783,248549,1.039573159,,,,,,,
GMKN,D,20151016,0,9816,9887,9591,9601,240807,1.020233252,,,,,,,
GMKN,D,20151019,0,9610,9784,9596,9761,182983,1.037235368,,,,,,,
GMKN,D,20151020,0,9764,9832,9606,9658,201991,1.026290256,,,,,,,
GMKN,D,20151021,0,9685,9689,9312,9390,270022,0.997811711,,,,,,,
GMKN,D,20151022,0,9400,9550,9232,9545,288010,1.014282511,,,,,,,
GMKN,D,20151023,0,9580,9814,9487,9735,320037,1.034472524,,,,,,,
GMKN,D,20151026,0,9735,9779,9571,9700,225837,1.030753311,,,,,,,
GMKN,D,20151027,0,9683,9710,9525,9710,195287,1.031815943,,,,,,,
GMKN,D,20151028,0,9711,9735,9539,9670,237410,1.027565414,,,,,,,
GMKN,D,20151029,0,9675,9675,9502,9503,172503,1.009819455,,,,,,,
GMKN,D,20151030,0,9520,9611,9465,9487,118581,1.008119244,,,,,,,
GMKN,D,20151102,0,9475,9590,9455,9585,89687,1.01853304,,,,,,,
GMKN,D,20151103,0,9588,9740,9540,9546,216136,1.014388774,,,,,,,
